1990,sales (MwH),revenue ($1000)
"Cleco Power LLC",8484107.0,860570.0
"Cleveland Electric Illum Co",2748574.0,302015.0
"Cloverland Electric Co-op",696372.0,78741.0
"Coast Electric Power Assn",1715772.0,184292.0
"Cobb Electric Membership Corp",4144915.0,411103.0
"Colorado River Comm of Nevada",682232.0,15428.0
"Commonwealth Edison Co",25092989.0,2730712.0
"Connecticut Light & Power Co",8573982.0,1583425.0
"Connexus Energy",1953247.0,235093.0
"Consolidated Edison Co-NY Inc",19886155.0,4403523.0
"Consolidated Water Power Co",1048855.0,51277.0
"Constellation Solar Holding, LLC",108152.0,12241.0
"Consumers Energy Co",33659722.0,4126083.0
"Cornhusker Public Power Dist",341525.0,33423.0
"Cuivre River Electric Coop Inc",1271714.0,111568.0
"Cumberland Elec Member Corp",2551601.0,256871.0
"DTE Electric Company",43400173.0,4885393.0
"Dahlberg Light & Power Co",101056.0,12934.0
"Dakota Electric Association",1826857.0,201269.0
"Dakota Valley Elec Coop Inc",635618.0,49798.0
"Dawson Power District",549604.0,60230.0
"Dayton Power & Light Co",3856048.0,440987.0
"Decatur Utilities",1200047.0,92413.0
"Delaware Electric Cooperative",1338505.0,159387.0
"Delmarva Power",5841591.0,804899.0
"Duck River Elec Member Corp",1832827.0,182231.0
"Duke Energy Carolinas, LLC",79462904.0,6593697.0
"Duke Energy Florida, Inc",38522437.0,3975808.0
"Duke Energy Indiana, LLC",28058382.0,2483508.0
"Duke Energy Kentucky",4099199.0,323771.0
"Duke Energy Ohio Inc",5125054.0,571989.0
"Duke Energy Progress - (NC)",43867827.0,3900395.0
"Duquesne Light Co",4020769.0,573932.0
"East Central Energy",918876.0,120723.0
"Eastern Maine Electric Coop",91155.0,14746.0
"El Paso Electric Co",7840215.0,790785.0
"Emera Maine",1301767.0,202930.0
"Emerald People's Utility Dist",591392.0,44259.0
"Empire District Electric Co",4618764.0,510682.0
"Entergy Arkansas Inc",20639383.0,1733734.0
"Entergy Louisiana LLC",54598977.0,3518090.0
"Entergy Mississippi Inc",13441741.0,1005190.0
"Entergy New Orleans Inc",5733361.0,526362.0
"Entergy Texas Inc.",18181460.0,1301089.0
"First Electric Coop Corp",1902179.0,176255.0
"Fishers Island Utility Co Inc",5885.0,1849.0
"Fitchburg Gas & Elec Light Co",169318.0,35189.0
"Flathead Electric Coop Inc",1404232.0,108530.0
"Florida Power & Light Co",109449142.0,10086604.0
"Florida Public Utilities Co",645698.0,91801.0
"Georgia Power Co",84872503.0,7771812.0
"Gibson Electric Members Corp",817416.0,79893.0
"Golden Valley Elec Assn Inc",1247283.0,224832.0
"Grand River Dam Authority",1769843.0,80194.0
"Green Mountain Power Corp",4222828.0,595247.0
"Groton Dept of Utilities - (CT)",438072.0,55091.0
"Gulf Power Co",11081504.0,1278535.0
"Hawaii Electric Light Co Inc",1067399.0,309520.0
"Hawaiian Electric Co Inc",6660196.0,1466224.0
"High Plains Power Inc",874376.0,75956.0
"High West Energy, Inc",373563.0,43071.0
"Homer Electric Assn Inc",457317.0,94718.0
"Houlton Water Company",72536.0,8150.0
"Idaho Power Co",14195751.0,1156698.0
"Imperial Irrigation District",3383075.0,417378.0
"Indiana Michigan Power Co",18407617.0,1592500.0
"Indianapolis Power & Light Co",13679291.0,1309007.0
"Intermountain Rural Elec Assn",2297271.0,283776.0
"Interstate Power and Light Co",14564378.0,1452477.0
"JEA",11924560.0,1185918.0
"Jackson Electric Member Corp - (GA)",5378300.0,521921.0
"Jamestown Board of Public Util",429312.0,32009.0
"Jersey Central Power & Lt Co",10235620.0,1344934.0
"Joe Wheeler Elec Member Corp",1679623.0,144078.0
"Johnson City - (TN)",1918858.0,193792.0
"Jones-Onslow Elec Member Corp",1178061.0,125094.0
"K C Electric Association",195533.0,21997.0
"KCP&L Greater Missouri Operations Co.",8028772.0,760032.0
"Kansas City Power & Light Co",14805431.0,1731154.0
"Kansas Gas & Electric Co",9743173.0,966351.0
"Kauai Island Utility Cooperative",439087.0,143007.0
"Kenergy Corp",7153295.0,341610.0
"Kentucky Power Co",5862697.0,572811.0
"Kentucky Utilities Co",18881369.0,1585590.0
"Ketchikan Public Utilities",165116.0,16693.0
"Kingsport Power Co",2038552.0,148757.0
"Knoxville Utilities Board",5495823.0,529733.0
"Kodiak Electric Assn Inc",142741.0,23355.0
"Kootenai Electric Cooperative",422188.0,38388.0
"Kotzebue Electric Assn Inc",19231.0,7503.0
"Liberty Utilities (Granite State Electri",439230.0,66790.0
"Lincoln Electric System",3231890.0,261582.0
"Lockhart Power Co",195559.0,18478.0
"Long Island Power Authority",17852922.0,3185395.0
"Los Alamos County",577800.0,39711.0
"Los Angeles Department of Water & Power",22666252.0,3351395.0
"Louisville Gas & Electric Co",11947051.0,1088093.0
"Loup River Public Power Dist",1111643.0,86566.0
"Lower Valley Energy Inc",751347.0,45644.0
"Madison Gas & Electric Co",3327046.0,403562.0
"Massachusetts Electric Co",6482987.0,1149165.0
"Matanuska Electric Assn Inc",727095.0,134619.0
"Maui Electric Co Ltd",1117741.0,306768.0
"McKenzie Electric Coop Inc",2835408.0,217826.0
"McLean Electric Coop, Inc",124622.0,13203.0
"Metropolitan Edison Co",4489394.0,560285.0
"MidAmerican Energy Co",23923707.0,1698072.0
"Middle Tennessee E M C",5914141.0,564599.0
"Midwest Electric Member Corp",228880.0,28252.0
"Midwest Energy Inc",1454610.0,151359.0
"Mississippi County Electric Co",2882142.0,133651.0
"Mississippi Power Co",9838622.0,858870.0
"Missoula Electric Coop, Inc",212818.0,20000.0
"Modesto Irrigation District",2503126.0,356066.0
"Mohave Electric Cooperative, I",683908.0,65807.0
"Monongahela Power Co",11573962.0,1041888.0
"Montana-Dakota Utilities Co",3258538.0,291896.0
"Moon Lake Electric Assn Inc",1055469.0,75308.0
"Morenci Water and Electric",3305285.0,105344.0
"Mountrail-Williams Elec Coop",1676541.0,196444.0
"Mt Carmel Public Utility Co",92139.0,11612.0
"Mt Wheeler Power, Inc",532748.0,33642.0
"NSTAR Electric Company",6377770.0,1219450.0
"Nantucket Electric Co",123107.0,24045.0
"Nashville Electric Service",11982578.0,1231192.0
"Navajo Tribal Utility Authority",632644.0,73328.0
"Nebraska Public Power District",3227084.0,255406.0
"Nevada Power Co",21581532.0,2037935.0
"New Hampshire Elec Coop Inc",625423.0,115970.0
"New York State Elec & Gas Corp",6723211.0,752936.0
"Niagara Mohawk Power Corp.",13315943.0,1466023.0
"Nodak Electric Coop Inc",1058540.0,94299.0
"Norris Public Power District",802587.0,66372.0
"North Central Elec Coop, Inc",218414.0,21946.0
"North Central Power Co Inc",33737.0,4655.0
"NorthWestern Energy - (SD)",1553072.0,147038.0
"NorthWestern Energy LLC - (MT)",5890451.0,673893.0
"Northeast Oklahoma Electric Co",615635.0,64661.0
"Northern Electric Coop, Inc",294325.0,26129.0
"Northern Indiana Pub Serv Co",16814522.0,1565237.0
"Northern Plains Electric Coop",444155.0,40838.0
"Northern States Power Co",6641541.0,684800.0
"Northern States Power Co - Minnesota",34621921.0,3529637.0
"Northwestern Wisconsin Elec Co",167632.0,19628.0
"Ohio Edison Co",4775374.0,532792.0
"Ohio Power Co",12320666.0,1561805.0
"Ohio Valley Electric Corp",173873.0,8506.0
"Oklahoma Electric Coop Inc",1118021.0,122531.0
"Oklahoma Gas & Electric Co",26802546.0,2081626.0
"Omaha Public Power District",10664681.0,953165.0
"OneRoof Energy, Inc.",20585.0,2526.0
"Orange & Rockland Utils Inc",1548636.0,262861.0
"Otter Tail Power Co",4750424.0,374943.0
"PECO Energy Co",11202788.0,1535087.0
"PPL Electric Utilities Corp",8649784.0,1149016.0
"PUD 1 of Snohomish County",6276316.0,564184.0
"PUD No 1 of Clark County - (WA)",4328330.0,351090.0
"PUD No 1 of Cowlitz County",5039735.0,261807.0
"PacifiCorp",54317934.0,4773740.0
"Pacific Gas & Electric Co",68820761.0,12909551.0
"Palmetto Electric Coop Inc",1471888.0,164057.0
"Pascoag Utility District",57250.0,8032.0
"Pennsylvania Electric Co",4122954.0,553599.0
"Pennsylvania Power Co",1702595.0,201944.0
"Pennyrile Rural Electric Coop",1192878.0,119375.0
"Pike County Light & Power Co",47807.0,6118.0
"Pioneer Power and Light Co",14247.0,2302.0
"Portland General Electric Co",17248173.0,1675509.0
"Potomac Electric Power Co",9025724.0,1210448.0
"Poudre Valley R  E  A, Inc",1223935.0,117910.0
"Powder River Energy Corp",2343581.0,177257.0
"Provo City Corp",778389.0,68533.0
"Public Service Co of Colorado",28800912.0,2689551.0
"Public Service Co of NH",3511689.0,715386.0
"Public Service Co of NM",8951524.0,900584.0
"Public Service Co of Oklahoma",18284543.0,1178059.0
"Public Service Elec & Gas Co",20942695.0,3049093.0
"Public Works Comm-City of Fayetteville",2053698.0,204173.0
"Puget Sound Energy Inc",20446464.0,2144115.0
"RGS Energy",431.0,80.0
"Raft Rural Elec Coop Inc",280740.0,16537.0
"Rappahannock Electric Coop",4019169.0,416825.0
"Rochester Gas & Electric Corp",2739486.0,342006.0
"Rochester Public Utilities",1210005.0,135250.0
"Rockland Electric Co",982809.0,160712.0
"Roosevelt County Elec Coop Inc",150398.0,15727.0
"Rosebud Electric Coop Inc",84378.0,8315.0
"Roughrider Electric Cooperativ",727923.0,66600.0
"Rutherford Elec Member Corp",1251785.0,132852.0
"Sacramento Municipal Util Dist",10421136.0,1360235.0
"Salmon River Electric Coop Inc",98846.0,6772.0
"Salt River Project",28025980.0,2788171.0
"San Diego Gas & Electric Co",15653039.0,3066757.0
"San Luis Valley R E C, Inc",205894.0,32096.0
"Shenandoah Valley Elec Coop",2386549.0,239963.0
"Sierra Pacific Power Co",8338498.0,625284.0
"Singing River Elec Pwr Assn",1346850.0,145587.0
"Sioux Valley SW Elec Coop",766256.0,73413.0
"SolarCity Corporation",2410415.0,309167.0
"South Carolina Electric&Gas Company",22524213.0,2531516.0
"South Carolina Public Service Authority",8350339.0,640709.0
"South Kentucky Rural E C C",1252206.0,123817.0
"Southeastern Electric Coop Inc - (SD)",639251.0,56997.0
"Southern California Edison Co",74248701.0,10384504.0
"Southern Indiana Gas & Elec Co",5474205.0,576929.0
"Southern Maryland Elec Coop Inc",3423153.0,408843.0
"Southern Pine Elec Power Assn",1956835.0,199639.0
"Southern Public Power District",1127071.0,97969.0
"Southwest Tennessee E M C",947715.0,106859.0
"Southwestern Electric Power Co",17367002.0,1384776.0
"Southwestern Public Service Co",19258763.0,1172486.0
"Spruce Finance",121272.0,19960.0
"Strawberry Electric Serv Dist",55033.0,5842.0
"SunEdison LLC",307662.0,40238.0
"SunPower Capital Services, LLC",73884.0,10451.0
"SunPower Capital, LLC",398514.0,55686.0
"Sunnova",202449.0,32984.0
"Sunrun Inc.",616594.0,107548.0
"Superior Water and Light Co",820878.0,61615.0
"Surprise Valley Electrification",137565.0,10803.0
"TDX North Slope Generating Co",69013.0,16065.0
"Tampa Electric Co",19234525.0,1989987.0
"Tennessee Valley Authority",19673434.0,814273.0
"The Narragansett Electric Co",3954763.0,700440.0
"The Potomac Edison Company",7128521.0,720483.0
"The Toledo Edison Co",1805970.0,173619.0
"Total EPM",3710778614.0,381434628.0
"Town of Madison - (ME)",26034.0,3893.0
"Town of Reading - (MA)",667511.0,90032.0
"Town of Wallingford - (CT)",598680.0,67740.0
"Trico Electric Cooperative Inc",685037.0,89681.0
"Tucson Electric Power Co",8896376.0,910647.0
"Turlock Irrigation District",2000263.0,277343.0
"UGI Utilities, Inc",740364.0,81667.0
"UNS Electric, Inc",1637805.0,173411.0
"US Total EPM",3710778605.0,381434627.0
"USBIA-Mission Valley Power",357236.0,22347.0
"Union Electric Co - (MO)",32872320.0,2977384.0
"United Illuminating Co",1784105.0,368433.0
"United Power, Inc",2150656.0,218431.0
"Unitil Energy Systems",613925.0,94416.0
"Upper Cumberland E M C",984931.0,104346.0
"Upper Peninsula Power Company",702872.0,113473.0
"Valley Electric Assn, Inc",529755.0,59782.0
"Verdigris Valley Elec Coop Inc",650934.0,68488.0
"Verendrye Electric Coop Inc",569220.0,49397.0
"Vermont Electric Cooperative, Inc",446267.0,73039.0
"Virginia Electric & Power Co",80585475.0,7053567.0
"Virginia Tech Electric Service",348464.0,33467.0
"Vivint Solar, Inc.",594791.0,82257.0
"Volunteer Electric Coop",2282136.0,236121.0
"WAPA-- Western Area Power Administration",4423115.0,124958.0
"Warren Rural Elec Coop Corp",1939616.0,174190.0
"Watertown Municipal Utilities",371518.0,28457.0
"Wells Rural Electric Co",779200.0,42255.0
"Wellsborough Electric Co",108259.0,12227.0
"West Penn Power Company",6961918.0,738210.0
"West River Electric Assn Inc",273195.0,32879.0
"Westar Energy Inc",9810701.0,1042696.0
"Western Massachusetts Electric Company",1369539.0,239221.0
"Westfield Electric Company",12654.0,2143.0
"Wheeling Power Co",3781215.0,260730.0
"Wisconsin Electric Power Co",26321204.0,3007777.0
"Wisconsin Power & Light Co",10874508.0,1130145.0
"Wisconsin Public Service Corp",11096675.0,1008496.0
"Wright-Hennepin Coop Elec Assn",876637.0,96223.0
"Yellowstone Valley Elec Co-op",260928.0,32903.0
,,
,,
,,
2017,sales (MwH),revenue ($1000)
"4-County Electric Power Assn",1022617.0,114454.0
"A & N Electric Coop",676449.0,68990.0
"AGC Division of APG Inc",442938.0,95968.0
"ALLETE, Inc.",8997352.0,649460.0
"Adjustment 2017",1409308163.0,141446120.0
"Ahana Renewables, LLC",63780.0,13613.0
"Ajo Improvement Co",7595.0,827.0
"Ak-Chin Electric Utility Authority",37020.0,3043.0
"Alabama Power Co",53709665.0,5457826.0
"Alaska Electric Light&Power Co",414160.0,47291.0
"Alaska Power and Telephone Co",65793.0,17957.0
"Alaska Village Elec Coop, Inc",115836.0,45589.0
"Alpena Power Co",358832.0,34743.0
"Amana Society Service Co",99622.0,7910.0
"Ameren Illinois Company",8093785.0,760153.0
"Anchorage Municipal Light and Power",966678.0,166731.0
"Appalachian Electric Coop",890133.0,98267.0
"Appalachian Power Co",27429334.0,2544960.0
"Arizona Public Service Co",27908011.0,3407017.0
"Arkansas Valley Elec Coop Corp",1186082.0,113969.0
"Atlantic City Electric Co",4448035.0,750752.0
"Avista Corp",8910726.0,813020.0
"Baltimore Gas & Electric Co",11645891.0,1588833.0
"Bear Valley Electric Service",127218.0,34787.0
"Berkeley Electric Coop Inc",2584553.0,280216.0
"Black Diamond Power Co",49541.0,6049.0
"Black Hills Electric Coop, Inc",141879.0,20198.0
"Black Hills Power, Inc. d/b/a",1759249.0,206464.0
"Black Hills/Colorado Elec.Util",1901236.0,245969.0
"Block Island Power Co",11980.0,4432.0
"Bonneville Power Administration",4537359.0,58941.0
"Brunswick Electric Member Corp",1328347.0,161928.0
"Carroll Electric Coop Corp - (AR)",1872063.0,168279.0
"Cass County Elec Coop Inc",1211782.0,128313.0
"Central Electric Coop, Inc - (SD)",345290.0,33923.0
"Central Hudson Gas & Elec Corp",2560832.0,400775.0
"Central Maine Power Co",4337180.0,627713.0
"Central Valley Elec Coop, Inc",779625.0,67892.0
"Cheyenne Light Fuel & Power d/b/a Black Hills Energy",1528082.0,157595.0
"Chugach Electric Assn Inc",1105172.0,198174.0
"Citizens Electric Co - (PA)",115104.0,12463.0
"City & County of San Francisco",952505.0,111443.0
"City Utilities of Springfield - (MO)",2928267.0,264070.0
"City of Berea Municipal Utility",119175.0,9932.0
"City of Boulder City - (NV)",150964.0,16157.0
"City of Bountiful",288411.0,26976.0
"City of Bristol - (TN)",853073.0,81841.0
"City of Brookings - (SD)",316571.0,27752.0
"City of Burlington Electric - (VT)",332094.0,47036.0
"City of Chattanooga - (TN)",5523239.0,538149.0
"City of Clarksville - (TN)",1449676.0,157770.0
"City of Cleveland - (TN)",1032514.0,96788.0
"City of Clinton - (TN)",766531.0,75656.0
"City of Coffeyville - (KS)",758464.0,50878.0
"City of Colorado Springs - (CO)",4556755.0,426667.0
"City of Corona - (CA)",85378.0,11720.0
"City of Dover - (DE)",728954.0,77066.0
"City of Eugene - (OR)",2455901.0,220538.0
"City of Farmington - (NM)",997341.0,84649.0
"City of Florence - (AL)",1144579.0,114831.0
"City of Fort Collins - (CO)",1498562.0,127942.0
"City of Fremont - (NE)",405782.0,35916.0
"City of Gillette - (WY)",320967.0,31409.0
"City of Grand Island - (NE)",721285.0,64854.0
"City of Greeneville - (TN)",1145810.0,103419.0
"City of Hastings - (NE)",415433.0,34815.0
"City of Holyoke - (MA)",355406.0,41771.0
"City of Huntsville - (AL)",4874667.0,465791.0
"City of Idaho Falls - (ID)",690634.0,45080.0
"City of Independence - (MO)",992517.0,130409.0
"City of Kansas City - (KS)",2136486.0,227648.0
"City of Lake Crystal - (MN)",15821.0,2710.0
"City of Lansing - (MI)",2115790.0,273808.0
"City of Lenoir - (TN)",1575932.0,157584.0
"City of Logan - (UT)",421463.0,35868.0
"City of Madison - (SD)",97231.0,10040.0
"City of Memphis - (TN)",13308181.0,1221308.0
"City of Newark - (DE)",411085.0,52827.0
"City of North Little Rock - (AR)",882590.0,90095.0
"City of Pasadena - (CA)",1060523.0,175781.0
"City of Pierre - (SD)",173853.0,15334.0
"City of San Antonio - (TX)",21677747.0,2152327.0
"City of Santa Clara - (CA)",3499469.0,408611.0
"City of Seattle - (WA)",9432042.0,875237.0
"City of Springville - (UT)",254972.0,25374.0
"City of St George",634690.0,58803.0
"City of Tacoma - (WA)",4745356.0,342052.0
"City of Tupelo - (MS)",618012.0,53049.0
"City of Volga - (SD)",54052.0,4918.0
"Clatskanie Peoples Util Dist",1113710.0,56928.0
"Cleco Power LLC",8385065.0,870907.0
"Cleveland Electric Illum Co",2177976.0,259903.0
"Cloverland Electric Co-op",710455.0,76929.0
"Coast Electric Power Assn",1672303.0,180344.0
"Cobb Electric Membership Corp",3866234.0,420037.0
"Colorado River Comm of Nevada",598597.0,12934.0
"Commonwealth Edison Co",25783308.0,2969046.0
"Connecticut Light & Power Co",8715264.0,1624817.0
"Connexus Energy",1918612.0,235677.0
"Consolidated Edison Co-NY Inc",19228572.0,4348751.0
"Consolidated Water Power Co",1086884.0,54979.0
"Constellation Solar Holding, LLC",130808.0,16391.0
"Consumers Energy Co",33248491.0,4210443.0
"Cornhusker Public Power Dist",392337.0,37851.0
"Cuivre River Electric Coop Inc",1255954.0,113019.0
"Cumberland Elec Member Corp",2503602.0,258126.0
"DTE Electric Company",42243911.0,4777825.0
"Dahlberg Light & Power Co",100426.0,12975.0
"Dakota Electric Association",1850493.0,200096.0
"Dakota Valley Elec Coop Inc",663506.0,54435.0
"Dawson Power District",556935.0,61145.0
"Dayton Power & Light Co",3656340.0,385781.0
"Decatur Utilities",1176890.0,90738.0
"Delaware Electric Cooperative",1340159.0,154266.0
"Delmarva Power",5668116.0,769776.0
"Duck River Elec Member Corp",1744298.0,178561.0
"Duke Energy Carolinas, LLC",77435297.0,6230079.0
"Duke Energy Florida, LLC",38024011.0,4098421.0
"Duke Energy Indiana, LLC",27496413.0,2552047.0
"Duke Energy Kentucky",3957491.0,300926.0
"Duke Energy Ohio Inc",4346059.0,478890.0
"Duke Energy Progress - (NC)",43270011.0,3727439.0
"Duquesne Light Co",3874859.0,570052.0
"East Central Energy",914056.0,123024.0
"Eastern Maine Electric Coop",91488.0,15010.0
"El Paso Electric Co",7820929.0,829913.0
"Emera Maine",1382491.0,205440.0
"Emerald People's Utility Dist",613597.0,48354.0
"Empire District Electric Co",4515537.0,518024.0
"Entergy Arkansas Inc",20888453.0,1739546.0
"Entergy Louisiana LLC",55243265.0,3731956.0
"Entergy Mississippi Inc",13047702.0,1124696.0
"Entergy New Orleans, LLC",5621426.0,577581.0
"Entergy Texas Inc.",18058445.0,1386927.0
"Fayetteville Public Works Commission",1967325.0,198789.0
"First Electric Coop Corp",1828715.0,178012.0
